,kodPocztowy,lat,lon
108200,95-080,52.68704944751161,17.75390019777568
108300,95-080,52.67946903057979,17.765245926916183
108400,95-083,52.49137899963778,18.0191632166019
108500,95-083,52.49400952722754,17.996121624326644
108600,95-054,52.60854588612733,17.891873527421644
108700,95-054,52.6134821723723,17.886113875093947
108800,95-054,52.61042969060842,17.869452441432987
108900,95-080,52.70134201227462,17.740966291369386
109000,95-080,52.698098548190245,17.74625908014979
109100,95-080,52.69890106020188,17.749572990886886
109200,95-083,52.49191196709903,17.9747710007948
109300,95-083,52.494807483820956,17.993230606555557
109400,95-054,52.60963063209726,17.87421839413227
109500,95-054,52.62907388314768,17.844914269878817
109600,95-054,52.63084824770549,17.845127351266772
109700,95-080,52.643986771979435,17.757428607582458
109800,95-080,52.69623382397364,17.749780185391188
109900,95-010,52.70877034170448,18.253378816451086
110000,26-330,53.0058031177767,17.126351726399534
110100,26-330,53.093628612767596,17.150064361101947
110200,95-010,52.736423376362595,18.235721044877863
110300,95-011,52.77144500629168,18.27399347881482
110400,26-330,53.0878610304405,17.15042828805702
110500,26-330,53.08844074205031,17.150206489379407
110600,97-525,52.82923338064838,16.766287562631685
110700,97-525,52.873820774069166,16.740551394356288
110800,97-525,52.87021503611393,16.728348370890032
110900,97-525,52.83080442158378,16.76813778782149
111000,98-410,51.92663958047907,17.221397225466887
111100,98-410,51.92734741928648,17.18430979642603
111200,98-410,51.9330018508388,17.23942293220988
111300,97-525,52.87098982818298,16.73319313720572
111400,99-100,52.47756929963217,18.470811791638422
111500,99-100,52.49014606193915,18.493760796446672
111600,98-410,51.9241821597648,17.209157770845092
111700,98-410,51.94481896064596,17.25578086461964
111800,98-410,51.93147507066178,17.220775958731913
111900,95-010,52.743587102792546,18.23912477928842
112000,95-010,52.738688134804406,18.236416662439545
112100,99-100,52.475111378457306,18.493843768637966
112200,99-100,52.49501004355327,18.478325729006137
112300,98-410,51.946182725788375,17.252175247632195
112400,95-010,52.702318606927534,18.236257288197283
112500,95-010,52.71232441964219,18.18153857141336
112600,99-100,52.493883116051805,18.484105396936762
112700,99-100,52.48390622714605,18.490722670622652
112800,95-010,52.732451843592756,18.24302371380422
112900,95-010,52.70814932721426,18.18338591089272
113000,99-100,52.474185903883054,18.49722831608184
113100,99-100,52.49554945390724,18.480874373988623
113200,99-100,52.49547359361361,18.485149587017286
113300,95-010,52.69812945436975,18.258146676896406
113400,95-010,52.68911705737486,18.244223581189747
113500,99-340,52.475372784467496,18.809940661258686
113600,99-100,52.480379476466155,18.497571525514225
113700,99-100,52.47514235570133,18.491050950449136
113800,95-010,52.732626172410384,18.240504830253524
113900,95-010,52.74215277072273,18.24229536435685
114000,99-340,52.468671326086856,18.81273391938943
114100,99-340,52.468964925477486,18.800913020917264
114200,99-100,52.48528477775363,18.49310652888687
114300,99-100,52.49255542867724,18.47401656406966
114400,95-011,52.75371388346045,18.26205242979095
114500,95-011,52.76759219827675,18.26293491262933
114600,99-340,52.47471258731212,18.812300265437496
114700,99-340,52.46930782075402,18.819840532332552
114800,95-010,52.725248430306706,18.151444800434614
114900,95-010,52.69444434160757,18.24911456839079
115000,99-340,52.46783883229394,18.811338716668935
115100,26-330,53.00611196814196,17.12137313827733
115200,95-010,52.733066520526755,18.238114976113717
115300,95-010,52.733672698861874,18.238133979214066
115400,26-330,53.11827462328551,17.22955548308392
115500,95-011,52.766889522619415,18.29993181802177
115600,95-010,52.73613609586803,18.239402685253992
115700,95-010,52.695155300399634,18.267911927512817
115800,26-330,53.08884536518546,17.146710868743877
115900,95-010,52.73625669049752,18.2426999499891
116000,26-330,53.082189172863664,17.14710692459959
116100,26-333,53.04481104045413,17.24608569154711
116200,26-333,53.05045561012219,17.24678414188352
116300,98-300,52.073975293855895,17.12603449022827
116400,98-300,52.07607943252708,17.15981128630921
116500,98-300,52.08838071083667,17.12513338595134
116600,98-300,52.071275133006225,17.157262628401188
116700,98-300,52.0846858286059,17.138383305091633
116800,98-300,52.0760920877292,17.133344906710605
116900,98-300,52.09093144234003,17.12899619697689
117000,98-300,52.074535594504454,17.125801029610045
117100,98-300,52.058218370667944,17.172601108850095
117200,98-300,52.079530196845134,17.14797198514892
117300,98-300,52.02489098292507,17.147499701332883
117400,98-300,52.09878397551417,17.118896717073454
117500,98-300,52.088764973855504,17.172452143623186
117600,98-300,52.0770101436634,17.126501435181407
117700,98-300,52.07252404388842,17.106164729797467
117800,98-300,52.090089014488576,17.1533649264275
117900,98-300,52.112630193219836,17.10082653364632
118000,98-300,52.07740849361556,17.127265412996827
118100,98-300,52.067464346950736,17.145992925457453
118200,98-300,52.063830629402936,17.16878828465783
118300,98-300,52.07854807929832,17.146898713361555
118400,98-300,52.066740551454146,17.17654039154271
118500,98-300,52.099432868211444,17.136407935804073
118600,98-300,52.07224155815921,17.156276299511628
118700,98-300,52.09542943025977,17.129483046464273
118800,98-300,52.103824959109765,17.106127330040568
118900,98-300,52.079716489131684,17.14888252060986
119000,98-300,52.0265819653875,17.14515105645828
119100,98-300,52.06863403120854,17.18133768936342
119200,98-300,52.07263294599643,17.10449684758899
119300,98-300,52.078367077475725,17.145633594063778
119400,98-300,52.08500415667222,17.147174501324212
119500,98-300,52.08564529694544,17.135708776896323
119600,98-300,52.08158000620441,17.142712593681622
119700,98-300,52.07898998350711,17.125520494766423
119800,98-300,52.08002702766653,17.130831444084755
119900,98-300,52.0811856727293,17.102260128863
120000,98-300,52.09263351798114,17.126062748838425
120100,98-300,52.075331670400466,17.101580049403452
120200,98-300,52.0750112532575,17.144380890769067
120300,98-300,52.08575810738035,17.14160230077822
120400,97-340,52.7555671444864,17.247414635183443
120500,97-340,52.79435420080232,17.324542526591436
120600,98-300,52.094102407542266,17.165433893464048
120700,97-340,52.76001352063635,17.253956247800613
120800,97-340,52.71527551488368,17.191029361131786
120900,98-300,52.10679565374759,17.10748017483569
121000,98-300,52.07763784180632,17.13892858687568
121100,97-340,52.755097974513994,17.256684380070826
121200,97-340,52.717658101673635,17.19481605613908
121300,97-340,52.721715846089516,17.199692818846156
121400,26-333,53.04571904884473,17.252951451290805
121500,98-300,52.07819756817315,17.134860369185667
121600,97-340,52.749502192475845,17.255866884731898
121700,97-340,52.715477888118265,17.193894111263056
121800,95-047,52.966560690873735,18.09610124600365
121900,95-047,52.966204223977485,18.089452764820546
122000,95-047,52.96401940986117,18.096352059273745
122100,95-047,52.960198483242365,18.091587125746262
122200,95-047,52.96206105766906,18.10784765856229
122300,99-423,52.78820757726825,18.591243586184454
122400,99-423,52.76847293540973,18.52221040021331
122500,99-423,52.790730986794465,18.587740292590055
122600,97-350,52.72919584765939,17.094507371094377
122700,97-350,52.73083576791951,17.13100746453467
122800,97-350,52.725001835492066,17.10948135621293
122900,98-113,52.46140992543178,17.587665060488877
123000,98-113,52.466162241730125,17.574394729507826
123100,97-500,52.61384196686141,16.889939478874624
123200,97-500,52.6309606041577,16.875442760436588
123300,97-500,52.6138734175294,16.8687390240292
123400,97-500,52.598533143626625,16.840479398144673
123500,97-500,52.61604625636065,16.85876683466167
123600,97-500,52.639759733990466,16.880638658391664
123700,97-500,52.63046375116556,16.886496483259894
123800,97-500,52.63644052943562,16.914779393019835
123900,97-500,52.63049273614267,16.883415535750466
124000,97-500,52.610097706886435,16.888924373381908
124100,97-500,52.63711590123746,16.862702231083485
124200,97-500,52.620291491511495,16.888721823024113
124300,97-500,52.612478189539495,16.819460952764953
124400,97-350,52.72861729116393,17.1099792957364
124500,97-350,52.73089650411434,17.099972798444455
124600,97-350,52.732000087592375,17.096458638853345
124700,97-500,52.59621356343253,16.880972154817496
124800,97-500,52.617939857252104,16.91810628246621
124900,97-500,52.618912825121065,16.82834577032713
125000,97-500,52.63613030382082,16.928679769170177
125100,97-500,52.63798953999588,16.92505930747774
125200,97-500,52.63075900574968,16.928143122061154
125300,97-500,52.617322663655045,16.92228983839213
125400,97-500,52.63052478038809,16.876352726683628
125500,97-500,52.63132031551407,16.87934369470787
125600,97-500,52.64055723571746,16.885302174382204
125700,97-500,52.61222078555382,16.862795141241836
125800,97-500,52.61314573341049,16.857974978247345
125900,97-500,52.61452809087326,16.87803783529859
126000,97-500,52.65946359918236,16.88080452466832
126100,97-500,52.66362980155294,16.867899775611086
126200,97-500,52.62435065523119,16.87398805340309
126300,97-350,52.731348504386865,17.097799486218115
126400,97-350,52.728492705558125,17.11742136007785
126500,98-346,51.97568860198527,17.07240599524759
126600,98-346,51.97017812364516,17.061719101961415
126700,97-500,52.63022557180825,16.844096376246842
126800,97-500,52.62212154789891,16.827240864506223
126900,97-500,52.62585121241124,16.86793627999011
127000,97-500,52.61295667843979,16.883379179953927
127100,97-500,52.58942857078282,16.885347862914763
127200,97-500,52.636747463321164,16.917793465790027
127300,97-500,52.635254347145676,16.88105295144112
127400,97-500,52.59029624681484,16.882750677178038
127500,95-020,52.78204754225447,17.96518807281538
127600,97-350,52.72132368285948,17.10757389492301
127700,97-350,52.722317727511374,17.105041192840034
127800,97-350,52.72430020534883,17.10709893507461
127900,98-346,51.958696897470354,17.06305674898342
128000,97-500,52.611476903925826,16.88759336679098
128100,97-500,52.6314617594806,16.898870901151096
128200,97-500,52.64705490120334,16.896972975912686
128300,97-500,52.642142793860835,16.930616327011116
128400,97-500,52.61200339224691,16.852831989368198
128500,97-500,52.644059332601536,16.825913810992315
128600,97-500,52.63053511506441,16.917403492836026
128700,97-371,52.7365600748373,17.33204932320683
128800,97-371,52.770235973799565,17.36452830158314
128900,97-500,52.63568300603145,16.854007163785603
129000,97-500,52.64154751964577,16.887364328728758
129100,97-500,52.61784242613386,16.90796421265218
129200,97-500,52.61466197108357,16.930301547156148
129300,97-500,52.61835964094513,16.88846161155589
129400,97-500,52.640191684412116,16.922047541505428
129500,97-500,52.61772720149214,16.864823347433745
129600,97-500,52.631072907629054,16.900867694306786
129700,97-500,52.63151637886803,16.854876174003213
129800,97-500,52.64194235662764,16.883836740815354
129900,97-500,52.63630482025335,16.877287385920134
130000,97-500,52.63371677752618,16.873911594330504
130100,97-500,52.62789238313823,16.85344200827674
130200,98-346,51.96586887033801,17.068136103766477
130300,97-500,52.59903354477584,16.886738119278778
130400,97-500,52.61354797443527,16.849014851693763
130500,97-500,52.640331862005,16.888202113923178
130600,97-371,52.752922414699,17.362548751385553
130700,97-371,52.7154428801149,17.322216714722636
130800,97-500,52.62603053754663,16.891728591550574
130900,97-500,52.58889797923115,16.883882282601427
131000,97-371,52.7166949964489,17.315741640510442
131100,97-371,52.71171383845836,17.436366614566495
131200,97-500,52.630150867658934,16.90212957090776
131300,97-500,52.61552003219006,16.891706634322794
131400,97-500,52.60875461201404,16.901332237455495
131500,97-500,52.63331120711673,16.879986842845934
131600,97-371,52.76965381612213,17.372275775401114
131700,97-371,52.71308538670164,17.318402784406384
131800,97-371,52.71553255640591,17.318670226536884
131900,97-500,52.63488174736723,16.864504322626587
132000,97-500,52.6315433491724,16.88666854391914
132100,97-371,52.76534577198824,17.36306124541607
132200,97-500,52.63758957043897,16.86026289982469
132300,97-500,52.63308055828482,16.851450988820638
132400,97-500,52.63042346978838,16.881815173658868
132500,97-500,52.629198734348385,16.90218547162991
132600,97-500,52.60263229223585,16.879781524938412
132700,97-500,52.637844331565894,16.82070797299618
132800,97-500,52.645058959604775,16.88120498842812
132900,97-371,52.75604379289063,17.365210413604107
133000,97-371,52.734288010027775,17.331494591795533
133100,97-500,52.63076266696983,16.88009218452
133200,97-500,52.60542539910288,16.88039457678244
133300,97-500,52.58669958212179,16.888304998763015
133400,97-500,52.596251286588696,16.88534064254954
133500,97-500,52.611782592195866,16.89132090605734
133600,97-500,52.60723038780558,16.85369256054305
133700,97-500,52.605195143104105,16.85328595395221
133800,97-500,52.63249805165742,16.896503012093543
133900,97-500,52.6357927551676,16.870402189091124
134000,97-500,52.6172611589827,16.89220223776155
134100,97-500,52.612191492599486,16.867481137842304
134200,97-500,52.63535141114248,16.922681898283837
134300,97-500,52.635039465456046,16.92271634173371
134400,97-500,52.63973261838328,16.933372653394777
134500,97-500,52.63538864677849,16.876102627524478
134600,95-020,52.78121980007626,17.949506171844547
134700,95-020,52.76164366319898,17.951581629872056
134800,97-500,52.5973718341011,16.888134053876193
134900,97-500,52.59159749188785,16.887550763746727
135000,97-500,52.621598597829795,16.833061702426296
135100,97-500,52.621643383311735,16.83284016602429
135200,97-500,52.60966723206956,16.855007735820188
135300,97-500,52.6023360945728,16.885997958857825
135400,97-500,52.608133077985606,16.882371380765022
135500,97-500,52.6198657399053,16.9056060213563
135600,97-500,52.61961033703056,16.908539305569025
135700,97-500,52.62416717593011,16.846911107796863
135800,97-500,52.6244814733693,16.85457972279021
135900,97-500,52.603952719542264,16.86221744206156
136000,97-500,52.61705310227132,16.85326356530187
136100,97-500,52.61269401940874,16.889737436076935
136200,97-500,52.61712852379238,16.866913669814906
136300,97-500,52.644842702424775,16.852912747647803
136400,97-500,52.64425302828746,16.851930220653898
136500,97-500,52.63496179407325,16.892709901216694
136600,97-500,52.5975981695743,16.890492283246743
136700,97-500,52.6091852566395,16.89217708025231
136800,97-500,52.59528850116643,16.845193730025713
136900,97-500,52.597105520420115,16.878169168636088
137000,97-500,52.611937626310244,16.88668286322293
137100,96-127,52.94366541369671,18.227300160877395
137200,97-500,52.63723685687577,16.858339514241017
137300,97-500,52.61569657223764,16.875796964384506
137400,97-500,52.615021880930676,16.860826642450803
137500,97-500,52.6130430339087,16.862330861328278
137600,98-113,52.45740814385692,17.580216745993795
137700,98-113,52.459099012958646,17.583769810236852
137800,96-127,52.95573267025753,18.249936739601637
137900,96-127,52.941577045924035,18.250608992413767
138000,96-127,52.94351893700781,18.229307707411163
138100,98-100,52.471732091182595,17.753932950467075
138200,98-100,52.48782472869935,17.760035283011494
138300,98-100,52.43198062332389,17.73003832534748
138400,98-100,52.43159347475215,17.725259838534562
138500,98-100,52.44542157762365,17.72429812211277
138600,98-100,52.480597787495654,17.77920782927754
138700,98-100,52.43611446755748,17.72525326750356
138800,98-100,52.44185326335919,17.734094955530285
138900,97-217,53.00485165400375,17.757480694803945
139000,98-100,52.43997910305381,17.72168053656092
139100,98-100,52.475661142512635,17.752497574221156
139200,98-100,52.48234434121858,17.773949115851206
139300,98-100,52.402088788246054,17.728026543543738
139400,98-100,52.395324867603144,17.73783387885396
139500,98-100,52.439987176576516,17.757642470873076
139600,98-100,52.399414635762746,17.734462362955774
139700,97-217,53.00812828171875,17.75488810411044
139800,97-217,53.013901281668566,17.74412252644303
139900,98-100,52.51377790808363,17.68708385334222
140000,98-100,52.44920027224651,17.720133240699838
140100,98-100,52.493073466191255,17.775750770664246
140200,98-100,52.4322941644274,17.726779142481348
140300,97-226,53.00332081529531,17.92614907424877
140400,97-570,52.88796953537942,16.893495315858853
140500,97-570,52.89107503357541,16.889961057694837
140600,97-570,52.89696215385779,16.885557864979706
140700,98-100,52.43246143359511,17.72028822796446
140800,98-100,52.478804749755916,17.771622026968917
140900,98-100,52.44547987197196,17.730961650423026
141000,98-100,52.487603379622286,17.75781294088376
141100,98-100,52.483696534053756,17.7726508338201
141200,97-570,52.89821957118512,16.892327016965055
141300,97-570,52.89097188247892,16.89650062049028
141400,99-220,52.36710005464859,18.371156380586275
141500,97-320,52.87521288953847,17.57065007004026
141600,97-320,52.875741539613806,17.57741264560495
141700,99-200,52.33513664560014,18.243548899582507
141800,97-320,52.879550358482796,17.57590986928496
141900,97-320,52.92798566298442,17.505812669627016
142000,99-150,52.361585633403244,18.616974470471877
142100,97-320,52.898342853312904,17.481731020494934
142200,97-320,52.9460812638606,17.51433808417168
142300,97-320,52.9476028078309,17.514884037355646
142400,99-150,52.37539030508227,18.61062147320095
142500,99-150,52.36967691381957,18.613070821944703
142600,97-320,52.87659155335771,17.5843430256697
142700,97-320,52.86819529329069,17.58177029523735
142800,98-200,52.16141665213063,17.782851905559347
142900,97-320,52.88175193636235,17.577928933866673
143000,97-320,52.87623267318746,17.582393959597862
143100,98-200,52.234839317644266,17.658882166865745
143200,98-200,52.16742370119719,17.78885664012078
143300,97-320,52.90262783607607,17.473426583529942
143400,97-320,52.92200756775019,17.47051242862206
143500,98-100,52.44819508170784,17.71679858210655
143600,97-320,52.879449157936996,17.57091624444427
143700,98-100,52.47436042964699,17.76043797589274
143800,98-100,52.47506452974503,17.761554321114996
143900,97-570,52.89284456705089,16.90004273617391
144000,98-100,52.47922422731191,17.774789571841072
144100,98-100,52.43577774669775,17.746749563722855
144200,97-570,52.895482638701615,16.90104172171776
144300,97-570,52.89942820627325,16.89209172557087
144400,98-100,52.43709054162072,17.75307119244047
144500,98-100,52.48978830327772,17.76338104447187
144600,98-100,52.395037578464155,17.73187324122828
144700,98-100,52.45077568481434,17.72715102572317
144800,99-412,52.898183117852746,18.8525593997947
144900,99-412,52.903808333560015,18.84084815979077
145000,97-570,52.90561253885503,16.892134124995476
145100,97-570,52.89028346208804,16.905648820763453
145200,97-570,52.89552088348396,16.892481532900206
145300,98-100,52.44845595639879,17.73692929299269
145400,98-100,52.47438854757108,17.78444079706671
145500,98-100,52.44830990932409,17.727567283694377
145600,98-100,52.44791021594575,17.728326242858618
145700,98-100,52.488012353676645,17.767404365409423
145800,97-570,52.891369890843585,16.8885751666594
145900,97-524,52.736781528614536,16.816515133154525
146000,97-524,52.73997412022677,16.800066290904876
146100,95-054,52.613133601494795,17.856055903700934
146200,99-400,52.92870072849025,18.571345637418208
146300,99-400,52.92992941940405,18.57716370705668
146400,98-290,52.216469415242635,17.91402121424227
146500,96-100,53.066156656936414,18.326078039012664
146600,96-100,53.08324346909231,18.31437134486575
146700,96-100,53.084726454990786,18.313169717841348
146800,96-100,53.08200998937386,18.376770369144978
146900,96-100,53.088630776473785,18.352605253506074
147000,99-400,52.93605337606993,18.5530875108761
147100,99-400,52.94077003098592,18.57599485163755
147200,99-400,52.94617345157131,18.597233554665852
147300,99-400,52.9596616885126,18.57519423870203
147400,98-290,52.22432662507302,17.921323816537868
147500,96-100,53.0806015705002,18.36379075973986
147600,96-100,53.06234104545996,18.30870348166813
147700,96-100,53.11261674005856,18.358448789335206
147800,96-100,53.12000687088545,18.365169411744628
147900,96-100,53.07417046804598,18.332598192317942
148000,99-400,52.94572361472868,18.575914359802095
148100,99-400,52.933229778646975,18.58117733910679
148200,99-400,52.95095692702303,18.598858714669152
148300,96-100,53.06472771640868,18.350150997083272
148400,96-100,53.06402542298094,18.350792857553813
148500,96-100,53.087217579061644,18.332117969019905
148600,96-100,53.06042399739481,18.32911040110961
148700,96-100,53.07796642621297,18.359868471436258
148800,99-400,52.949398509197174,18.587832712678658
148900,99-400,52.93677878296646,18.55666417908667
149000,99-400,52.94551549258851,18.600287978399447
149100,95-082,52.51408634434041,17.809295934687796
149200,98-290,52.12658424473161,17.931319401881314
149300,96-100,53.066882535496106,18.306797672361224
149400,96-100,53.11649262340231,18.357350862785616
149500,96-100,53.05730459552328,18.34423927825958
149600,99-400,52.93713440271944,18.55902587991586
149700,99-400,52.936540604439074,18.547391742469376
149800,95-082,52.53891022213199,17.813754000412025
149900,95-082,52.5431438177818,17.796575658004098
150000,98-200,52.232620998266064,17.66326094320055
150100,96-100,53.05238295948341,18.350547150443973
150200,96-100,53.059638842553525,18.29479822197885
150300,96-100,53.119607128656384,18.364150242920136
150400,96-100,53.08137939700851,18.366573227893873
150500,96-100,53.08124751466021,18.365380923692022
150600,95-082,52.53843271363298,17.812474302186057
150700,95-082,52.494022478996094,17.765281365871598
150800,97-410,52.54223970236885,17.127273656505412
150900,96-100,53.074426333203675,18.30220713611511
151000,96-100,53.11855446326141,18.360481007356103
151100,96-100,53.058134872915446,18.33191108543843
151200,96-100,53.08633556779576,18.38059346676371
151300,96-100,53.06313410294805,18.30771946004948
151400,96-100,53.072413093438385,18.333105830447767
151500,96-100,53.083821811877826,18.377129956706106
151600,96-100,53.06590645353941,18.33002003686557
151700,96-100,53.078770182952034,18.370427738098357
151800,99-200,52.34472144138248,18.230825555200845
151900,99-200,52.341573368976256,18.21502461755803
152000,95-082,52.516961904789355,17.81647464903236
152100,97-410,52.54145159490548,17.12537902949819
152200,96-100,53.07006071243883,18.30251464170772
152300,96-100,53.070484186756445,18.306859873792774
152400,96-100,53.055339284863265,18.32270237379401
152500,96-100,53.10765109166338,18.3665721998669
152600,96-100,53.06009259731587,18.34041058720938
152700,96-100,53.067444259537695,18.332909986383985
152800,96-100,53.06654012546355,18.311539554782925
152900,99-200,52.33878055574917,18.222119978138075
153000,99-200,52.33406709618392,18.23627022505519
153100,99-200,52.33342108158714,18.2382309288416
153200,99-200,52.33518536590168,18.227753228923532
153300,99-200,52.34676549028683,18.227014866502547
153400,95-082,52.53837944072089,17.80531424978645
153500,97-410,52.523528944466065,17.121180472009772
153600,96-100,53.094947155357396,18.313718480536913
153700,96-100,53.07802729289676,18.379872468581937
153800,96-100,53.06691484440511,18.303906361243964
153900,96-100,53.07321456462947,18.325637726288683
154000,96-100,53.07035187153063,18.33012229034558
154100,96-100,53.07905033307381,18.31985785614694
154200,96-100,53.06797312198852,18.30502674300622
154300,96-100,53.07243185722112,18.299329105137566
154400,99-200,52.33824447154304,18.231964222842496
154500,95-082,52.495035944298834,17.782154481124433
154600,95-082,52.514031566396454,17.80032399334767
154700,97-410,52.53968082556148,17.117118115390717
154800,96-100,53.06798574451205,18.330775574548323
154900,96-100,53.074423546178764,18.34335419542375
155000,96-100,53.071968296947034,18.32131259176621
155100,96-100,53.07794836320654,18.31986178413842
155200,96-100,53.07569567688144,18.368104123981006
155300,96-100,53.072270433001044,18.300396572372495
155400,99-200,52.33777498899984,18.221365937003597
155500,99-200,52.33375547628454,18.22302893906206
155600,95-082,52.51680148867454,17.797861147234944
155700,95-082,52.55459756520557,17.82766105366852
155800,96-126,53.01056167757646,18.21838089943695
155900,96-100,53.09348438792065,18.309533902836236
156000,96-100,53.09388557924771,18.33326443347953
156100,96-100,53.11234778672044,18.376610506083736
156200,96-100,53.07109707593967,18.3033148737423
156300,96-100,53.060668907065484,18.29962521275118
156400,99-200,52.336132599739855,18.218624244804687
156500,99-200,52.334055408052976,18.22453521462594
156600,96-126,53.01636676598533,18.22882171264136
156700,96-126,53.00072064040045,18.216102373200712
156800,96-100,53.07804553756115,18.354023613027735
156900,96-100,53.080875248177996,18.362572633230226
157000,96-100,53.06767883645631,18.3016373812361
157100,96-100,53.070779065397886,18.296398889628087
157200,96-100,53.072523854777074,18.351437406300057
157300,96-100,53.07044234160066,18.34832594066958
157400,96-100,53.047952606834635,18.29006303889172
157500,99-200,52.333421302887636,18.22601891131634
157600,99-400,52.94561861736689,18.579633512691835
157700,95-082,52.54579475399009,17.834333295998146
157800,95-082,52.54776771747224,17.825672450450668
157900,98-290,52.12714287052177,17.930599668372523
158000,96-100,53.05156380758164,18.348481837067045
158100,96-100,53.07616364625662,18.31546395037097
158200,96-100,53.0713389351944,18.376587621157064
158300,96-100,53.06796707366146,18.325477996069424
158400,99-400,52.95729390266777,18.57130080031576
158500,99-400,52.96264131766864,18.59877432291558
158600,99-400,52.95242570701685,18.60928322081598
158700,95-082,52.510557977310754,17.78019976019919
158800,98-290,52.11981473502175,17.942119808612286
158900,98-290,52.12857934713412,17.93618889744106
159000,96-100,53.075312917634506,18.32824977162961
159100,96-100,53.078318503637874,18.326872043805103
159200,96-100,53.08013162075128,18.376118633918825
159300,96-100,53.07012933554338,18.32242286883695
159400,99-400,52.95606137863988,18.573906112920266
159500,99-400,52.925717261790204,18.572594216224683
159600,99-400,52.958373934458464,18.571750826797555
159700,95-082,52.50546616792823,17.818789600290266
159800,95-082,52.556003617037675,17.820512070405496
159900,96-100,53.066197161847654,18.31060751759112
160000,96-100,53.0543188293379,18.352152104983535
160100,96-100,53.07060547132731,18.351372916815
160200,96-100,53.06099039961615,18.365280570767844
160300,96-100,53.06830232945666,18.35012510804681
160400,96-100,53.08798486096702,18.295660213979282
160500,96-100,53.072718789541696,18.293532825240327
160600,99-400,52.93194584160624,18.57759036789806
160700,95-082,52.51236585466881,17.80732116693559
160800,95-082,52.51335618895833,17.81227826695151
160900,98-290,52.22098028300622,17.91991472952373
161000,96-100,53.05211204136681,18.347116421464754
161100,96-100,53.07551032653522,18.289454234994295
161200,96-100,53.063617113461675,18.319071131430924
161300,99-400,52.938581338514055,18.560794607958574
161400,99-400,52.93626136345406,18.57353729592813
161500,95-082,52.55085847559154,17.827007834717218
161600,98-290,52.12525754919984,17.92657615776493
161700,96-100,53.078622944246845,18.310669909283853
161800,96-100,53.07088340071678,18.361780341930157
161900,96-100,53.09202036713632,18.36818421156303
162000,96-100,53.0765453017985,18.37785793885278
162100,95-081,52.601691553621656,17.73344383091461
162200,95-081,52.602925524970715,17.744670661085532
162300,95-081,52.59527765274073,17.726691856765846
162400,95-081,52.60993540245869,17.673774338625122
162500,99-235,52.192107367458036,18.11907074281423
162600,99-235,52.19316206245319,18.08323341004192
162700,95-081,52.59697424036995,17.67313297439851
162800,99-235,52.19551599979882,18.078871628834246
162900,95-081,52.59909333782367,17.680093622271094
163000,95-081,52.59960405554533,17.745727982041863
163100,95-035,52.53833128653551,18.328018870464472
163200,95-035,52.527633541163716,18.34513316771939
163300,95-035,52.55304820469808,18.31756254784149
163400,26-300,53.16074013235369,17.371087223451724
163500,26-300,53.148220919493426,17.370035820725846
163600,26-300,53.1474318162398,17.368442166329928
163700,95-200,52.56992946660131,17.838041376253923
163800,95-200,52.595612145151044,17.843483793281795
163900,95-200,52.56179910114704,17.848072826269632
164000,95-200,52.56570727043976,17.852087879438674
164100,95-200,52.56930325781335,17.856841183938382
164200,95-200,52.590124112991155,17.830106629474884
164300,95-030,52.67094176718599,17.90153147387327
164400,98-360,52.00462471559624,17.39672157522
164500,98-360,51.99155659381811,17.40077684096171
164600,98-360,51.995453901817356,17.382115253653293
164700,95-035,52.53889526152422,18.323475998870887
164800,95-035,52.54492121745511,18.349080212098677
164900,26-300,53.16093131968596,17.38035699154074
165000,26-300,53.16000321291235,17.362546926694538
165100,26-300,53.15091969891961,17.362963053978337
165200,95-200,52.559099235267766,17.84157541578084
165300,95-200,52.575331091693236,17.833806187848335
165400,95-200,52.57097217380448,17.853041756886416
165500,95-200,52.60316379818896,17.85902900060886
165600,95-200,52.56655562390375,17.832855340903365
165700,95-030,52.64009507347399,17.88131408817966
165800,95-030,52.6647257813017,17.83918102259776
165900,95-030,52.65894402079753,17.852571538322128
166000,95-030,52.65401527469124,17.89274918018141
166100,95-035,52.558467099040676,18.324478024291526
166200,95-035,52.54371890135725,18.31557166194109
166300,95-035,52.534898092465156,18.33829445081767
166400,26-300,53.15449520057257,17.388104918928377
166500,26-300,53.15375679544594,17.36989897396362
166600,26-300,53.17568289108021,17.359548061700615
166700,26-300,53.161137135551776,17.370992737603622
166800,95-200,52.54090410314263,17.836908165202022
166900,95-200,52.57136920622083,17.846088583784066
167000,95-030,52.67122154648238,17.850005063320832
167100,95-030,52.660760140506234,17.893023623159166
167200,95-030,52.658842125472816,17.900581262898353
167300,95-030,52.6675803940148,17.818425392681785
167400,95-030,52.64582838702664,17.884807636950264
167500,95-035,52.55795406560381,18.33660001159114
167600,95-035,52.55289806720825,18.3069810687909
167700,95-035,52.55119044441437,18.327306395550455
167800,26-300,53.137968730869936,17.36840915062855
167900,26-300,53.14418134843354,17.365152971523816
168000,26-300,53.14014369384879,17.365801039570787
168100,26-300,53.15872675818268,17.359789401530424
168200,95-200,52.583183677192814,17.813916769743873
168300,95-200,52.567244704509996,17.843359146507773
168400,95-200,52.579898965282574,17.84596144735063
168500,95-200,52.57314485935571,17.834055794351904
168600,95-200,52.556925556132725,17.854254212919553
168700,95-200,52.58183254452926,17.812530463991493
168800,95-030,52.66798457831123,17.84633281208773
168900,95-030,52.65579438625542,17.888906785698786
